Id,glat,glon,vmax_gust,vmax_sust,gust_dur,sust_dur
1171,20.507,110.12,73.20659318,49.13194173,1260,915
1172,20.507,110.13,73.21457926,49.13730152,1260,915
1173,20.507,110.14,73.12514528,49.07727871,1260,915
1174,20.507,110.15,72.97279976,48.97503339,1260,900
1175,20.507,110.16,72.79529977,48.85590589,1275,900
1176,20.507,110.17,72.89193015,48.92075849,1275,900
1177,20.507,110.18,73.40347787,49.26407911,1275,900
1178,20.507,110.19,73.83964336,49.55680762,1260,915
1179,20.507,110.2,74.78354945,50.19030165,1260,915
1180,20.507,110.21,75.06258403,50.37757318,1260,915
1181,20.507,110.22,75.2983126,50.53578027,1260,915
1182,20.507,110.23,75.50374469,50.67365416,1275,915
1183,20.507,110.24,75.69029611,50.79885645,1275,915
1184,20.507,110.25,75.86624312,50.91694169,1275,900
1185,20.507,110.26,76.0356208,51.03061799,1275,915
1186,20.507,110.27,76.19764718,51.13936052,1275,915
1187,20.507,110.28,76.3467117,51.23940383,1275,915
1188,20.507,110.29,76.47292939,51.32411369,1275,915
1189,20.507,110.3,76.56322576,51.38471528,1290,915
1190,20.507,110.31,76.60287485,51.4113254,1275,915
1191,20.507,110.32,76.1750605,51.12420168,1275,915
1192,20.507,110.33,76.07467143,51.05682647,1275,915
1193,20.507,110.34,75.88800492,50.93154693,1275,915
1194,20.507,110.35,75.61263774,50.74673674,1275,915
1195,20.507,110.36,75.25244959,50.50499972,1275,915
1196,20.507,110.37,74.81744168,50.21304811,1290,915
1197,20.507,110.38,74.58164348,50.05479428,1290,915
1198,20.507,110.39,74.29625522,49.86325854,1290,915
1199,20.507,110.4,73.96553761,49.64130041,1290,915
1200,20.507,110.41,73.59699186,49.39395427,1290,915
1201,20.507,110.42,73.1981457,49.12627228,1275,915
1202,20.507,110.43,72.88791668,48.91806489,1290,930
1203,20.507,110.44,72.67724817,48.77667663,1290,915
1204,20.507,110.45,72.43213522,48.61217129,1290,915
1205,20.507,110.46,72.15449891,48.42583819,1290,915
1206,20.507,110.47,71.84575993,48.21863082,1290,915
1207,20.507,110.48,71.51422787,47.99612608,1290,915
1208,20.507,110.49,71.31905553,47.86513794,1290,915
1209,20.507,110.5,71.09004843,47.7114419,1305,915
1210,20.507,110.51,70.82906494,47.53628519,1290,915
1211,20.517,110.11,72.22084422,48.47036525,1260,900
1212,20.517,110.12,73.22078314,49.14146519,1260,915
1213,20.517,110.13,73.50613987,49.33297978,1260,915
1214,20.517,110.14,73.7022367,49.46458839,1260,915
1215,20.517,110.15,73.8281699,49.54910732,1260,900
1216,20.517,110.16,73.90727265,49.60219641,1260,900
1217,20.517,110.17,73.96436323,49.64051224,1275,900
1218,20.517,110.18,74.02308167,49.67992059,1275,900
1219,20.517,110.19,74.10355435,49.73392909,1275,915
1220,20.517,110.2,74.22053663,49.81244069,1260,915
1221,20.517,110.21,74.38211132,49.92088008,1260,915
1222,20.517,110.22,74.58897357,50.05971381,1260,915
1223,20.517,110.23,74.8343099,50.22436906,1260,915
1224,20.517,110.24,75.10427182,50.40555156,1275,915
1225,20.517,110.25,75.37904042,50.58996001,1275,915
1226,20.517,110.26,75.63446383,50.76138512,1275,900
1227,20.517,110.27,75.84421446,50.90215735,1275,915
1228,20.517,110.28,75.98235161,50.99486685,1275,915
1229,20.517,110.29,76.02609247,51.02422313,1275,915
1230,20.517,110.3,75.95850177,50.97886025,1275,915
1231,20.517,110.31,75.4443276,50.63377692,1290,915
1232,20.517,110.32,75.24301731,50.49866934,1275,915
1233,20.517,110.33,75.05011963,50.3692078,1275,915
1234,20.517,110.34,74.7889291,50.19391215,1275,915
1235,20.517,110.35,74.4632602,49.97534241,1275,915
1236,20.517,110.36,74.08061939,49.7185365,1275,915
1237,20.517,110.37,73.65138547,49.43046005,1290,915
1238,20.517,110.38,73.31414653,49.20412519,1290,915
1239,20.517,110.39,73.06310713,49.03564237,1290,915
1240,20.517,110.4,72.77534113,48.84251083,1290,915
1241,20.517,110.41,72.47695742,48.6422533,1290,915
1242,20.517,110.42,72.15215986,48.42426836,1275,915
1243,20.517,110.43,71.8230919,48.20341738,1275,915
1244,20.517,110.44,71.63797607,48.07917857,1290,930
1245,20.517,110.45,71.41798745,47.9315352,1290,915
1246,20.517,110.46,71.1646357,47.76150047,1290,915
1247,20.517,110.47,70.8797049,47.57027175,1290,915
1248,20.517,110.48,70.56529389,47.35925765,1290,915
1249,20.517,110.49,70.32711573,47.19940653,1290,915
1250,20.517,110.5,70.11545726,47.05735386,1290,915
1251,20.517,110.51,69.87350358,46.89496885,1305,915
1252,20.527,110.12,72.14876893,48.42199257,1260,915
1253,20.527,110.13,72.51294986,48.6664093,1260,915
1254,20.527,110.14,73.50910165,49.33496755,1260,915
1255,20.527,110.15,73.8213727,49.54454543,1260,915
1256,20.527,110.16,74.07845886,49.71708648,1260,900
1257,20.527,110.17,74.29385751,49.86164934,1275,900
1258,20.527,110.18,74.48141348,49.98752582,1275,900
1259,20.527,110.19,74.65346225,50.1029948,1275,900
1260,20.527,110.2,74.81926602,50.2142725,1275,915
1261,20.527,110.21,74.98387014,50.32474506,1260,915
1262,20.527,110.22,75.14745716,50.43453501,1260,915
1263,20.527,110.23,75.30523656,50.54042722,1260,915
1264,20.527,110.24,75.44787647,50.6361587,1275,915
1265,20.527,110.25,75.56245432,50.71305659,1275,915
1266,20.527,110.26,75.63386811,50.76098531,1275,900
1267,20.527,110.27,75.64660484,50.76953345,1275,915
1268,20.527,110.28,75.2002249,50.4699496,1275,915
1269,20.527,110.29,75.0585249,50.37484893,1275,915
1270,20.527,110.3,74.82803729,50.22015926,1275,915
1271,20.527,110.31,74.50990117,50.00664508,1290,915
1272,20.527,110.32,74.1116732,49.73937799,1290,915
1273,20.527,110.33,73.82936704,49.54991076,1275,915
1274,20.527,110.34,73.56132382,49.37001598,1275,915
1275,20.527,110.35,73.2465067,49.15872933,1275,915
1276,20.527,110.36,72.89217357,48.92092186,1275,915
1277,20.527,110.37,72.50606375,48.66178775,1275,915
1278,20.527,110.38,72.14016024,48.41621493,1290,915
1279,20.527,110.39,71.94647144,48.28622244,1290,915
1280,20.527,110.4,71.71893501,48.13351343,1290,915
1281,20.527,110.41,71.45963263,47.95948498,1290,915
1282,20.527,110.42,71.17006862,47.76514673,1290,915
1283,20.527,110.43,70.8513995,47.55127483,1275,915
1284,20.527,110.44,70.63592396,47.40666038,1275,915
1285,20.527,110.45,70.43363107,47.27089333,1290,915
1286,20.527,110.46,70.19944521,47.11372162,1290,915
1287,20.527,110.47,69.93519323,46.93637129,1290,915
1288,20.527,110.48,69.64279994,46.74013419,1290,915
1289,20.527,110.49,69.36165178,46.55144415,1290,915
1290,20.527,110.5,69.16581666,46.42001118,1290,915
1291,20.537,110.12,72.95474483,48.96291599,1260,900
1292,20.537,110.13,72.98482397,48.98310334,1260,915
1293,20.537,110.14,73.03468608,49.01656784,1260,915
1294,20.537,110.15,73.12118646,49.07462179,1260,915
1295,20.537,110.16,73.25491562,49.1643729,1260,915
1296,20.537,110.17,73.43932708,49.28813898,1260,900
1297,20.537,110.18,73.67042182,49.44323612,1275,900
1298,20.537,110.19,73.93698803,49.62213962,1275,900
1299,20.537,110.2,74.2213968,49.81301798,1275,915
1300,20.537,110.21,74.50094966,50.00063735,1275,915
1301,20.537,110.22,74.74975283,50.16761935,1260,915
1302,20.537,110.23,74.94104672,50.29600451,1260,915
1303,20.537,110.24,75.04984761,50.36902524,1260,915
1304,20.537,110.25,75.05567,50.37293289,1275,915
1305,20.537,110.26,74.63227769,50.08877698,1275,915
1306,20.537,110.27,74.43154122,49.95405451,1275,900
1307,20.537,110.28,74.26879155,49.84482654,1275,915
1308,20.537,110.29,74.0376838,49.68972067,1275,915
1309,20.537,110.3,73.74026915,49.49011353,1275,915
1310,20.537,110.31,73.38253357,49.25002253,1275,915
1311,20.537,110.32,72.97386855,48.97575071,1290,915
1312,20.537,110.33,72.58256209,48.71312892,1290,915
1313,20.537,110.34,72.34324792,48.55251538,1275,915
1314,20.537,110.35,72.06686345,48.36702245,1275,915
1315,20.537,110.36,71.76384847,48.16365669,1275,930
1316,20.537,110.37,71.45084407,47.95358662,1275,915
1317,20.537,110.38,71.11300902,47.72685169,1275,915
1318,20.537,110.39,70.92243015,47.59894641,1290,915
1319,20.537,110.4,70.72015927,47.46319414,1290,915
1320,20.537,110.41,70.48519616,47.30550078,1290,915
1321,20.537,110.42,70.21908609,47.12690342,1290,915
1322,20.537,110.43,69.92371315,46.92866654,1290,915
1323,20.537,110.44,69.66095558,46.75231918,1275,915
1324,20.537,110.45,69.4743918,46.62710859,1275,930
1325,20.537,110.46,69.2576534,46.48164658,1290,915
1326,20.537,110.47,69.01236202,46.31702149,1290,915
1327,20.537,110.48,68.74023529,46.1343861,1290,915
1328,20.537,110.49,68.44305963,45.93493935,1290,915
1329,20.537,110.5,68.24094309,45.79929066,1290,915
1330,20.547,110.13,73.49432331,49.3250492,1260,915
1331,20.547,110.14,73.65126377,49.43037837,1260,915
1332,20.547,110.18,74.27544853,49.84929431,1260,900
1333,20.547,110.19,74.42835743,49.95191774,1275,900
1334,20.547,110.2,74.56281127,50.04215522,1275,900
1335,20.547,110.21,74.66407185,50.11011534,1275,915
1336,20.547,110.22,74.71612214,50.14504842,1275,915
1337,20.547,110.23,74.70354159,50.13660509,1260,915
1338,20.547,110.24,74.24579539,49.82939288,1260,915
1339,20.547,110.25,74.0698904,49.71133584,1260,915
1340,20.547,110.26,73.80507237,49.53360562,1275,915
1341,20.547,110.27,73.45533818,49.29888468,1275,915
1342,20.547,110.28,73.09923486,49.05988916,1275,900
1343,20.547,110.29,72.84943926,48.89224111,1275,915
1344,20.547,110.3,72.55105494,48.69198318,1275,915
1345,20.547,110.31,72.21088229,48.46367939,1275,915
1346,20.547,110.32,71.83671812,48.21256249,1275,915
1347,20.547,110.33,71.43621288,47.94376703,1290,915
1348,20.547,110.34,71.22010478,47.79872804,1275,915
1349,20.547,110.35,71.00351408,47.65336515,1275,915
1350,20.547,110.36,70.75611946,47.4873285,1275,915
1351,20.547,110.37,70.47960456,47.30174803,1275,930
1352,20.547,110.38,70.17511147,47.09739025,1275,915
1353,20.547,110.39,69.93873212,46.93874639,1275,915
1354,20.547,110.4,69.75336915,46.81434171,1290,915
1355,20.547,110.41,69.53655023,46.66882566,1290,915
1356,20.547,110.42,69.28999376,46.50335152,1290,915
1357,20.547,110.43,69.01552114,46.3191417,1290,915
1358,20.547,110.44,68.71502666,46.11746756,1290,915
1359,20.547,110.45,68.54007806,46.00005239,1275,915
1360,20.547,110.46,68.33928991,45.86529524,1290,930
1361,20.547,110.47,68.11139671,45.71234678,1290,915
1362,20.547,110.48,67.85793274,45.54223674,1290,915
1363,20.547,110.49,67.58050147,45.35604126,1290,915
1364,20.557,110.2,74.15943152,49.77143055,1275,900
1365,20.557,110.21,74.13830281,49.75725021,1275,915
1366,20.557,110.22,73.70219478,49.46456025,1275,915
1367,20.557,110.23,73.50989394,49.33549929,1275,915
1368,20.557,110.24,73.31666981,49.20581866,1260,915
1369,20.557,110.25,73.05613328,49.03096193,1260,915
1370,20.557,110.26,72.73202141,48.81343718,1275,915
1371,20.557,110.27,72.35192537,48.55833917,1275,915
1372,20.557,110.28,71.92643029,48.272772,1275,915
1373,20.557,110.29,71.64665598,48.08500401,1275,915
1374,20.557,110.3,71.38079493,47.90657378,1275,915
1375,20.557,110.31,71.08224342,47.70620364,1275,915
1376,20.557,110.32,70.76714221,47.49472632,1275,915
1377,20.557,110.33,70.43952868,47.27485146,1290,915
1378,20.557,110.34,70.20917952,47.12025471,1290,915
1379,20.557,110.35,70.01870479,46.99241933,1275,915
1380,20.557,110.36,69.79647815,46.84327393,1275,915
1381,20.557,110.37,69.54383961,46.67371786,1275,915
1382,20.557,110.38,69.26240854,46.48483795,1275,915
1383,20.557,110.39,68.98225899,46.29681812,1275,915
1384,20.557,110.4,68.81157046,46.18226205,1290,915
1385,20.557,110.41,68.61113735,46.04774318,1290,915
1386,20.557,110.42,68.38248377,45.89428441,1290,915
1387,20.557,110.43,68.12723372,45.72297565,1290,915
1388,20.557,110.44,67.84708492,45.53495632,1290,915
1389,20.557,110.45,67.63043987,45.38955696,1275,915
1390,20.557,110.46,67.44424764,45.26459573,1275,915
1391,20.557,110.47,67.23233087,45.12236971,1290,915
1392,20.557,110.48,66.99606156,44.9637997,1290,915
1393,20.557,110.49,66.73688003,44.78985237,1290,915
1394,20.567,110.21,73.15025439,49.09413046,1275,900
1395,20.567,110.22,72.86647359,48.90367355,1275,915
1396,20.567,110.27,71.22083985,47.79922137,1275,915
1397,20.567,110.28,70.83409421,47.53966054,1275,915
1398,20.567,110.29,70.51291904,47.32410674,1275,915
1399,20.567,110.3,70.30540366,47.18483467,1275,915
1400,20.567,110.31,70.06785309,47.02540476,1275,915
1401,20.567,110.32,69.80226114,46.84715513,1275,915
1402,20.567,110.33,69.5099282,46.65095853,1275,915
1403,20.567,110.34,69.24290206,46.47174635,1290,915
1404,20.567,110.35,69.06916365,46.35514339,1290,915
1405,20.567,110.36,68.86454264,46.21781385,1275,915
1406,20.567,110.37,68.63067045,46.06085265,1275,915
1407,20.567,110.38,68.3692859,45.88542678,1275,930
1408,20.567,110.39,68.08220351,45.69275403,1275,915
1409,20.567,110.4,67.89439384,45.56670727,1275,915
1410,20.567,110.41,67.70892732,45.4422331,1290,915
1411,20.567,110.42,67.49668834,45.29979083,1290,915
1412,20.567,110.43,67.25912641,45.1403533,1290,915
1413,20.567,110.44,66.99776418,44.9649424,1290,915
1414,20.567,110.46,66.57230723,44.67940083,1275,915
1415,20.567,110.47,66.3750728,44.54702872,1275,930
1416,20.567,110.48,66.15465454,44.39909701,1290,915
1417,20.577,110.27,70.13645868,47.07144878,1260,915
1418,20.577,110.28,69.81354462,46.85472793,1275,915
1419,20.577,110.29,69.51085157,46.65157824,1275,915
1420,20.577,110.3,69.33050714,46.53054171,1275,915
1421,20.577,110.31,69.11940714,46.38886385,1275,915
1422,20.577,110.32,68.87876227,46.22735723,1275,915
1423,20.577,110.33,68.6099104,46.04691973,1275,915
1424,20.577,110.34,68.31454875,45.84869044,1275,915
1425,20.577,110.35,68.14466237,45.73467273,1290,915
1426,20.577,110.36,67.95565061,45.6078192,1290,915
1427,20.577,110.37,67.73889052,45.46234263,1275,915
1428,20.577,110.38,67.49593166,45.299283,1275,915
1429,20.577,110.39,67.2283994,45.11973114,1275,930
1430,20.577,110.4,67.00155737,44.96748817,1275,915
1431,20.577,110.41,66.82977512,44.85219807,1275,915
1432,20.577,110.42,66.632598,44.71986443,1290,915
1433,20.577,110.43,66.41132127,44.57135656,1290,915
1434,20.577,110.45,65.90198828,44.22952234,1290,915
1435,20.577,110.47,65.53942811,43.98619336,1275,915
1436,20.587,110.28,68.88455976,46.23124816,1260,915
1437,20.587,110.29,68.5809717,46.02749778,1275,915
1438,20.587,110.3,68.39570955,45.90316077,1275,915
1439,20.587,110.31,68.20206156,45.77319568,1275,915
1440,20.587,110.32,67.97962739,45.623911,1275,915
1441,20.587,110.33,67.73006751,45.45642114,1275,915
1442,20.587,110.34,67.45512193,45.27189392,1275,915
1443,20.587,110.35,67.24443303,45.13049197,1275,915
1444,20.587,110.36,67.06966988,45.01320126,1290,915
1445,20.587,110.37,66.86859073,44.87824881,1275,915
1446,20.587,110.38,66.642578,44.72656241,1275,915
1447,20.587,110.39,66.3930887,44.55911994,1275,915
1448,20.587,110.4,66.1326895,44.38435537,1275,930
1449,20.587,110.41,65.97343187,44.27747105,1275,915
1450,20.587,110.45,65.10744177,43.69626965,1290,915
1451,20.587,110.46,64.89641905,43.55464366,1290,915
1452,20.587,110.47,64.72511893,43.43967714,1290,915
1453,20.587,110.48,64.53281817,43.31061622,1275,915
1454,20.597,110.28,67.99196949,45.63219429,1260,915
1455,20.597,110.29,67.7114502,45.44392631,1275,915
1456,20.597,110.3,67.486658,45.29305906,1275,915
1457,20.597,110.31,67.30790099,45.17308791,1275,915
1458,20.597,110.32,67.10185021,45.0347988,1275,915
1459,20.597,110.33,66.86998497,44.87918454,1275,915
1460,20.597,110.34,66.61386267,44.70729038,1275,915
1461,20.597,110.35,66.36817096,44.54239662,1275,915
1462,20.597,110.36,66.20642804,44.43384432,1290,915
1463,20.597,110.37,66.01973011,44.3085437,1290,915
1464,20.597,110.38,65.80931193,44.16732344,1275,915
1465,20.597,110.39,65.57648074,44.0110609,1275,915
1466,20.597,110.4,65.32259796,43.84066977,1275,930
1467,20.597,110.42,64.96893261,43.60331048,1275,915
1468,20.597,110.44,64.56333704,43.33109868,1290,915
1469,20.597,110.45,64.33063388,43.17492207,1290,915
1470,20.597,110.46,64.0916487,43.01452933,1290,915
1471,20.597,110.47,63.93180024,42.90724848,1290,915
1472,20.597,110.48,63.75196516,42.7865538,1275,915
1473,20.607,110.3,66.60166757,44.69910575,1275,915
1474,20.607,110.31,66.43649266,44.58825011,1275,915
1475,20.607,110.32,66.24544463,44.46002995,1275,915
1476,20.607,110.33,66.0298423,44.3153304,1275,915
1477,20.607,110.34,65.79108076,44.15508776,1275,915
1478,20.607,110.35,65.53061111,43.98027591,1275,915
1479,20.607,110.36,65.36565568,43.86956757,1275,915
1480,20.607,110.37,65.19215806,43.75312622,1290,915
1481,20.607,110.38,64.99609979,43.62154349,1290,915
1482,20.607,110.39,64.77865484,43.47560728,1275,915
1483,20.607,110.41,64.32777517,43.17300347,1275,930
1484,20.607,110.42,64.16883709,43.06633362,1275,915
1485,20.607,110.44,63.78971019,42.81188603,1290,915
1486,20.607,110.45,63.57155966,42.66547628,1290,915
1487,20.607,110.46,63.33578128,42.50723576,1290,915
1488,20.607,110.47,63.15907357,42.38863998,1290,915
1489,20.607,110.48,62.99076055,42.27567822,1290,915
1490,20.617,110.32,65.41032839,43.89954925,1275,915
1491,20.617,110.33,65.20968272,43.76488773,1275,930
1492,20.617,110.34,64.98693985,43.61539587,1275,915
1493,20.617,110.35,64.74340663,43.45195076,1275,915
1494,20.617,110.36,64.54700543,43.32013787,1275,915
1495,20.617,110.37,64.38563453,43.21183525,1275,915
1496,20.617,110.38,64.20280816,43.08913299,1290,915
1497,20.617,110.39,63.99958164,42.95273936,1275,915
1498,20.617,110.4,63.77706289,42.80339791,1275,915
1499,20.617,110.44,63.03477783,42.30522002,1275,915
1500,20.617,110.45,62.83012824,42.1678713,1290,915
1501,20.617,110.46,62.60856265,42.01916956,1290,915
1502,20.617,110.47,62.40649876,41.88355622,1290,915
1503,20.617,110.48,62.24884316,41.77774709,1290,915
1504,20.627,110.34,64.20148103,43.0882423,1275,915
1505,20.627,110.35,63.97362897,42.93532146,1275,915
1506,20.627,110.36,63.75006791,42.78528048,1275,915
1507,20.627,110.37,63.59984706,42.68446112,1275,915
1508,20.627,110.38,63.42922169,42.56994744,1275,915
1509,20.627,110.39,63.23914147,42.44237683,1290,915
1510,20.627,110.4,63.03060703,42.30242083,1275,915
1511,20.627,110.44,62.29829612,41.810937,1275,915
1512,20.627,110.45,62.10617737,41.68199823,1275,915
1513,20.627,110.46,61.89783334,41.54217003,1290,915
1514,20.627,110.47,61.67418303,41.39206915,1290,915
1515,20.627,110.48,61.52581285,41.29249185,1290,915
1516,20.637,110.36,62.99005926,42.27520756,1275,915
1517,20.637,110.37,62.83442534,42.17075526,1275,915
1518,20.637,110.38,62.67505844,42.06379761,1275,915
1519,20.637,110.39,62.49714014,41.94438936,1275,915
1520,20.637,110.4,62.30157495,41.81313755,1290,915
1521,20.637,110.41,62.08930586,41.67067507,1275,915
1522,20.637,110.43,61.74408389,41.43898247,1275,930
1523,20.637,110.44,61.57996866,41.32883802,1275,915
1524,20.637,110.45,61.39948593,41.20770868,1275,915
1525,20.637,110.46,61.20344581,41.07613813,1275,915
1526,20.637,110.47,60.99268592,40.93468853,1290,915
1527,20.647,110.38,61.93998284,41.57045828,1275,915
1528,20.647,110.41,61.39024354,41.20150573,1290,915
1529,20.647,110.42,61.17556525,41.05742634,1275,915
1530,20.647,110.43,61.03347877,40.96206629,1275,915
1531,20.647,110.44,60.87945688,40.85869589,1275,915
1532,20.647,110.45,60.70978478,40.744822,1275,915
1533,20.647,110.46,60.52519915,40.62093903,1275,915
1534,20.647,110.47,60.32646392,40.48755968,1275,915
1535,20.657,110.38,61.22361674,41.08967566,1275,915
1536,20.657,110.39,61.06738399,40.98482147,1275,915
1537,20.657,110.41,60.70731112,40.74316182,1290,915
1538,20.657,110.42,60.50505433,40.60741901,1275,915
1539,20.657,110.43,60.34104717,40.4973471,1275,915
1540,20.657,110.44,60.19638896,40.40026105,1275,915
1541,20.657,110.45,60.03676597,40.29313152,1275,915
1542,20.657,110.46,59.86284866,40.17640849,1275,915
1543,20.657,110.47,59.67533419,40.05055986,1275,915
1544,20.667,110.39,60.37898066,40.52280581,1275,915
1545,20.667,110.41,60.04029818,40.29550214,1275,915
1546,20.667,110.44,59.53036737,39.95326669,1275,915
1547,20.667,110.46,59.21611406,39.74235843,1275,915
1548,20.687,110.41,58.75299041,39.43153719,1275,915
1549,20.687,110.42,58.58320979,39.31759046,1275,915
1550,20.687,110.43,58.40116734,39.19541432,1275,915
1551,20.697,110.42,57.97173388,38.90720395,1275,915
1552,20.697,110.43,57.79956563,38.79165478,1275,915
1553,20.707,110.41,57.52594466,38.60801655,1275,915
1554,20.707,110.42,57.37437475,38.50629178,1275,915
